lat,lon,froce_cyclone,ventricité
-49.9375,140.4375,5.608222373669983e-07,-1.824782112895992e-05
44.4375,-46.0625,1.5397232171323342e-06,3.166284480434243e-05
-44.5625,144.3125,8.281145964391759e-07,-3.07417410429293e-05
25.4375,153.1875,3.830534468827578e-07,2.2432194943807128e-05
-28.3125,-44.4375,2.433243280386092e-07,-2.6985512807187305e-05
62.5625,-91.4375,1.06165060034311e-07,4.2807213177974905e-06
-62.1875,118.5625,1.765966971904401e-07,-1.713223073918098e-05
47.8125,-21.8125,1.7370237161264183e-07,1.0846626519964465e-05
-25.1875,155.4375,2.0388351389811084e-07,-2.2003280970622832e-05
33.4375,-27.4375,8.633499552707649e-08,8.890566743556773e-06
36.8125,-129.9375,1.9963049281287222e-07,8.390477918472832e-06
45.3125,-35.0625,1.4039008031544987e-07,1.2365537610901649e-05
18.1875,-75.6875,2.9057154513149025e-07,2.2753234312559505e-05
29.4375,-69.0625,4.854695065796856e-07,1.7548051593116256e-05
-12.5625,79.3125,1.162689014202179e-08,-3.952683556234333e-06
-41.4375,20.5625,5.955679485709538e-07,-4.767690732093384e-05
-61.6875,93.4375,6.723112030195956e-07,-1.3692009526272068e-05
-62.8125,123.3125,6.527715120775742e-07,-1.65120996127837e-05
-54.0625,116.3125,2.0249947081111346e-07,-6.155657360658589e-06
20.1875,-57.5625,5.508903162798456e-08,6.3294659547846745e-06
-61.4375,-132.8125,1.6527198613142299e-07,-1.2101562721210125e-05
-47.5625,101.0625,3.185795166378334e-07,-1.6181126463120283e-05
-26.1875,109.6875,3.124243035211542e-07,-2.294911499954356e-05
20.1875,123.0625,2.413850987056422e-07,3.1299384193696415e-05
57.3125,-23.4375,7.690161088213079e-08,2.6852649473625644e-05
-66.3125,-98.6875,5.819737501956828e-07,-1.5601748406547515e-05
-52.9375,-21.6875,3.175406912103641e-07,-1.8804328162774615e-05
-62.5625,-127.3125,6.245472770310913e-07,-1.9744153986696034e-05
-35.0625,-42.5625,2.519633883382022e-07,-2.4409144915609995e-05
-53.1875,-54.8125,7.913765176386548e-07,-1.9357526508585338e-05
-62.8125,35.1875,9.691203679658934e-08,-5.744614922827632e-06
16.0625,-66.1875,4.902993442113112e-07,3.0092455375009208e-05
