lat,lon,froce_cyclone,ventricité
10.9375,137.4375,5.4454964227743934e-08,-4.671359423258369e-06
-42.9375,10.8125,6.448319022428221e-07,1.6197958555013766e-05
16.4375,148.0625,6.672452652697973e-08,-7.648526498650453e-06
-62.1875,-123.0625,1.3911590837649769e-06,3.767960830907789e-05
-28.8125,86.8125,2.7541608146349054e-07,1.3504668391611035e-05
-24.3125,74.9375,1.6785907486851336e-07,8.50251860161598e-06
9.0625,144.1875,3.2256450793795635e-08,-3.4034533221847353e-06
-10.0625,106.5625,1.1243752070476103e-07,1.2616770200650994e-05
20.4375,-178.0625,1.8665948111300444e-07,-1.2988475249533356e-05
-42.1875,-178.6875,2.5627495189047824e-07,1.5018792327566144e-05
-27.0625,-43.9375,5.274479707626225e-07,1.98981762720752e-05
13.4375,131.0625,6.841514298808107e-08,-4.5633137032347385e-06
-47.6875,-128.5625,6.869558148108538e-08,5.91182873442807e-06
11.3125,-106.8125,1.2865263085494777e-07,-1.1499500246075876e-05
32.8125,-77.0625,1.0093058081101483e-06,-3.7177121257050516e-05
-58.3125,62.3125,5.736224086736668e-07,2.0776829848862454e-05
-30.5625,-45.4375,8.89029027925663e-08,1.1622452323504447e-05
-45.0625,-155.3125,1.1975507399691937e-07,9.252779167359799e-06
-30.9375,85.9375,4.428001452114919e-07,1.2417772293969654e-05
-22.0625,170.4375,1.7481033560715225e-07,8.702047479885282e-06
-33.5625,-32.9375,4.1131291847565457e-07,1.2971390407173947e-05
-36.3125,2.8125,2.003030161181466e-07,9.979907207119097e-06
23.9375,144.4375,1.7000185054246674e-07,-1.376830499405455e-05
-58.6875,45.9375,3.552965092782538e-07,9.733587383545496e-06
-46.3125,154.1875,5.0413807318875915e-08,5.622141717716816e-06
-28.6875,-160.4375,1.2732347297008198e-07,8.265136819841853e-06
22.8125,123.4375,2.1434259907285564e-07,-1.2069062320286226e-05
-48.4375,-39.0625,1.3378757405188434e-07,1.1746840024510825e-05
36.9375,-57.8125,4.4093730991880073e-07,-1.5514754756855038e-05
46.8125,149.0625,7.230735815389278e-07,-2.98458725839838e-05
